question_id	question	query
956864	when was benny goodman sing sing sing written	benny goodman sing sing sing
862617	what is welt rash?	welt like rash
575330	what are the types of maple trees	types of maple trees
906636	what to do in amsterdam for two days	two days in amsterdam
1149875	what is the opposite of heat of vaporization	define latent heat of vaporization
783279	what is ph of tap water	ph level of tap water
1144727	what was an impact of the great depression on people	impact of the great depression
168931	does medicare pay hearing aids	medicare pay for hearing aids
406421	is cipro effective for skin infections	cipro for skin infections
735669	what is cranial nerve palsy	trigeminal nerve palsy
259382	how long does rabies vaccine last for dogs	rabies vaccine for dogs near me
357737	how to feather in adobe photoshop cs6	adobe photoshop cs6
409963	is feb black history month	black history month fact
1155323	what is estrogen vaginal cream	vaginal estrogen cream
751019	what is gin made of	gin made from
1137310	who was the first dalai lama	first dalai lama
903308	what the county for deerfield, wi	calumet county wi
165610	does donald trump donate his salary	trump donating his salary
837676	what is the opposite of a psychopath	define sociopath vs psychopath
655050	what does web browser mean	meaning of web browser
858139	what is tucson az time zone	scottsdale, az time zone
659209	what famous art is in italy	famous art in italy
711563	what is an altitude of a triangle	altitude of a triangle
167955	does keflex work for ear infections	keflex for ear infections
370706	how to measure your pd	measure your pd
1067428	why does my dog's breath smell worse than usual	my dogs breath smells terrible
423881	is skin cancer on the scalp common	skin cancer on the scalp
818539	what is the difference between the army reserve and guards	difference between army reserves and guard
589054	what causes itchy ears in adults?	itchy ears in adults
815761	what is the definiton of nile river	definition of nile river
572438	what are the physical properties of minerals	physical properties of minerals
554728	what are all the animals in the rodent family?	animals in the rodent family
302890	how much caffeine is in starbucks coffee?	caffeine in starbucks coffee
923524	what weeks are the trimesters of pregnancy	weeks trimesters of pregnancy
660435	what food has most protein	foods with most protein
653699	what does the word synonym mean	meaning of synonym
430044	is trump going to get impeached	trump getting impeached soon
587361	what causes dry throat and coughing	dry throat coughing
363338	how to give notice to vacate apartment	notice to vacate apartment
574220	what are the symptoms of electrolyte imbalance	symptoms of electrolyte imbalance
271985	how long to roast a turkey	time to roast a turkey
1145824	what the meaning of chloroplast	definition of chloroplast
660873	what foods are complex carbohydrates found in	list of complex carbohydrates foods
858161	what is tuition at ut austin	tuition for ut austin
1008036	which crab has the most meat	best crab meat
722109	what is baking soda used for in cooking	baking soda uses in cooking
63843	can allergies cause pink eye symptoms	pink eye from allergies
629641	what does a network switch do	explain a network switch
578807	what best describes the atmosphere	describe the atmosphere
549761	what actress/actor won the academy awards	most academy awards won
581223	what can cause excessive sweating	causes for excessive sweating
287827	how many liters into gallons	liters to us gallons
701903	what is a subchondral cyst in hip	cyst in hip
243655	how long cold sore take to heal	cold sore healing time
342809	how to add error bar in excel windows	adding error bars in excel
853466	what is the weather in dallas texas	weather forcast for dallas texas
557053	what are considered primary sources	define primary sources
157018	do i need injections for thailand	injections needed for thailand
1022926	which was the first national park	first national park
784135	what is pittsburgh pa zip code	zip code for pittsburgh, pa
73502	can skype send sms messages	send sms from skype
277451	how many calories in french vanilla creamer	french vanilla creamer calories
23742	are mortgage interest payments tax deductible	interest on mortgage tax deductible
866288	what kind of antibiotic is prescribed for lyme disease?	best antibiotic for lyme disease
954882	when should you water your lawn	best time to water your lawn
719431	what is arbitration e-law	define: arbitration
842593	what is the purpose of pivot tables in excel	purpose of a pivot table in excel
379844	how to set your privacy settings on facebook	privacy settings in facebook
744897	what is esr blood test	raised esr blood test
855065	what is the zip code for lisle il	zip code for plainfield il
